size,non_parallel_time,parallel_time
10000000,2.966554880142212,2.4775941371917725
15000000,4.454888105392456,3.046369791030884
20000000,6.0133750438690186,3.939316987991333
25000000,7.556417226791382,4.580148935317993
30000000,9.12417483329773,5.654169082641602
35000000,10.501983880996704,6.313251733779907
40000000,12.087265014648438,7.804283857345581
45000000,13.422430992126465,8.310735940933228
